,data,db,exp,prank,rank,reg,report,sj,zb
1498,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832428999999999,68.0,全国,cn=C01&zb=A060B0203&sj=2015,2015年,中国实际利用非洲其他国家(地区)外商其他投资金额(万美元)
1499,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832428999999999,68.0,全国,cn=C01&zb=A060B0203&sj=2014,2014年,中国实际利用非洲其他国家(地区)外商其他投资金额(万美元)
1500,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832428999999999,68.0,全国,cn=C01&zb=A060B0204&sj=2015,2015年,中国实际利用欧洲其他国家(地区)外商其他投资金额(万美元)
1501,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832428999999999,68.0,全国,cn=C01&zb=A060B0204&sj=2014,2014年,中国实际利用欧洲其他国家(地区)外商其他投资金额(万美元)
1502,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832528999999999,68.0,全国,cn=C01&zb=A060B0205&sj=2015,2015年,中国实际利用拉美洲其他国家(地区)外商其他投资金额(万美元)
1503,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832528999999999,68.0,全国,cn=C01&zb=A060B0205&sj=2014,2014年,中国实际利用拉美洲其他国家(地区)外商其他投资金额(万美元)
1504,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832528999999999,68.0,全国,cn=C01&zb=A060B0206&sj=2015,2015年,中国实际利用北美洲其他国家(地区)外商其他投资金额(万美元)
1505,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832528999999999,68.0,全国,cn=C01&zb=A060B0206&sj=2014,2014年,中国实际利用北美洲其他国家(地区)外商其他投资金额(万美元)
1506,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832528999999999,68.0,全国,cn=C01&zb=A060B0207&sj=2015,2015年,中国实际利用大洋洲其他国家(地区)外商其他投资金额(万美元)
1507,,年度数据,外商其他投资指除对外借款和外商直接投资以外的各种利用外资的形式。包括企业在境内外股票市场公开发行的以外币计价的股票发行价总额，国际租赁进口设备的应付款，补偿贸易中外商提供的进口设备、技术、物料的价款，加工装配贸易中外商提供的进口设备、物料的价款。,5.832528999999999,68.0,全国,cn=C01&zb=A060B0207&sj=2014,2014年,中国实际利用大洋洲其他国家(地区)外商其他投资金额(万美元)
1508,225.82,年度数据,成交额指该市场所有摊位的全年商品交易额之合计。,6.001328999999999,68.0,全国,cn=C01&zb=A0I0905&sj=2015,2015年,农业生产用具批发市场成交额(亿元)
1509,211.51,年度数据,成交额指该市场所有摊位的全年商品交易额之合计。,6.001328999999999,68.0,全国,cn=C01&zb=A0I0905&sj=2014,2014年,农业生产用具批发市场成交额(亿元)
1510,,月度数据,工业企业数包括独立核算法人工业企业和附营工业生产单位。独立核算法人工业企业指从事生产经营活动的单位。它同时具备以下条件：①依法成立，有自己的名称、组织机构和场所，能够独立承担民事责任；②独立拥有和使用资产，承担负债，有权与其他单位签订合同；③会计上独立核算，能够编制资产负债表。,6.001931,68.0,全国,cn=A01&zb=A020K02&sj=201703,2017年3月,煤气生产和供应业亏损企业单位数_累计值(个)
1511,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,6.001931,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,煤气生产和供应业产成品存货_上年同期累计值(亿元)
1512,,月度数据,资产总计指企业过去的交易或者事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益的资源。资产一般按流动性分为流动资产和非流动资产。其中流动资产可分为货币资金、交易性金融资产、应收票据、应收账款、预付款项、其他应收款、存货等；非流动资产可分为长期股权投资、固定资产、无形资产及其他非流动资产等。根据会计“资产负债表”中“资产总计”项目的期末余额数填报。,6.002031,68.0,全国,cn=A01&zb=A020K06&sj=201703,2017年3月,煤气生产和供应业资产总计_上年同期累计值(亿元)
1513,,月度数据,主营业务收入指企业确认的销售商品、提供劳务等主营业务的收入。根据会计“主营业务收入”科目的期末贷方余额填报。,6.002031,68.0,全国,cn=A01&zb=A020K08&sj=201703,2017年3月,自来水的生产和供应业主营业务收入_累计值(亿元)
1514,,月度数据,主营业务成本指企业经营主要业务所发生的成本总额。根据会计“主营业务成本”科目的期末借方余额填报。,6.002031,68.0,全国,cn=A01&zb=A020K09&sj=201703,2017年3月,自来水的生产和供应业主营业务成本_累计值(亿元)
1515,,月度数据,管理费用指企业为组织和管理企业生产经营所发生的费用，包括企业在筹建期间内发生的开办费、董事会和行政管理部门在企业经营管理中发生的，或者应当由企业统一负担的公司经费等。根据会计“利润表”中“管理费用”项目的本期金额数填报。,6.002031,68.0,全国,cn=A01&zb=A020K0C&sj=201703,2017年3月,煤气生产和供应业管理费用_上年同期累计值(亿元)
1516,,月度数据,财务费用指企业为筹集生产经营所需资金等而发生的筹资费用，包括企业生产经营期间发生的利息支出（减利息收入）、汇兑损失（减汇兑收益）以及相关的手续费等。根据会计“利润表”中“财务费用”项目的本期金额数填报。,6.002031,68.0,全国,cn=A01&zb=A020K0D&sj=201703,2017年3月,煤气生产和供应业财务费用_上年同期累计值(亿元)
1517,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0804&sj=2015,2015年,自来水的生产和供应业私营工业企业国家资本金(亿元)
1518,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0804&sj=2014,2014年,自来水的生产和供应业私营工业企业国家资本金(亿元)
1519,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0805&sj=2015,2015年,自来水的生产和供应业私营工业企业集体资本金(亿元)
1520,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0805&sj=2014,2014年,自来水的生产和供应业私营工业企业集体资本金(亿元)
1521,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0806&sj=2015,2015年,自来水的生产和供应业私营工业企业法人资本金(亿元)
1522,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0806&sj=2014,2014年,自来水的生产和供应业私营工业企业法人资本金(亿元)
1523,,年度数据,成交额指该市场所有摊位的全年商品交易额之合计。,6.001328999999999,68.0,全国,cn=C01&zb=A0I0906&sj=2015,2015年,农业生产用具零售市场成交额(亿元)
1524,,年度数据,成交额指该市场所有摊位的全年商品交易额之合计。,6.001328999999999,68.0,全国,cn=C01&zb=A0I0906&sj=2014,2014年,农业生产用具零售市场成交额(亿元)
1525,9884.09,年度数据,商品库存额对于批发和零售业法人单位和个体经营户，是指报告期末取得所有权的全部商品金额（含增值税）；对于批发和零售业产业活动单位，是指报告期末实际在库且归属法人具有所有权的全部商品金额（含增值税）。库存商品包括：(1)存放在本单位(如门市部、批发站、采购站、经营处)的仓库、货场、货柜和货架中的商品；(2)挑选、整理、包装中的商品；(3)已记入购进而尚未运到本单位的商品，即发货单或银行承兑凭证已到而货未到的商品；(4)寄放他处的商品，如因购货方拒绝付款而暂时存在购货方的商品；(5)委托其他单位代销(未作销售或调出)尚未售出的商品；(6)代其他单位购进尚未交付的商品。不包括：所有权不属于本单位的商品；委托外单位加工的商品；外贸企业代理其他单位从国外进口，尚未付给订货单位的商品；代国家储备部门保管的商品。,6.001429,68.0,全国,cn=C01&zb=A0I050D&sj=2015,2015年,内资零售业企业期末商品库存额(亿元)
1526,10794.01,年度数据,商品库存额对于批发和零售业法人单位和个体经营户，是指报告期末取得所有权的全部商品金额（含增值税）；对于批发和零售业产业活动单位，是指报告期末实际在库且归属法人具有所有权的全部商品金额（含增值税）。库存商品包括：(1)存放在本单位(如门市部、批发站、采购站、经营处)的仓库、货场、货柜和货架中的商品；(2)挑选、整理、包装中的商品；(3)已记入购进而尚未运到本单位的商品，即发货单或银行承兑凭证已到而货未到的商品；(4)寄放他处的商品，如因购货方拒绝付款而暂时存在购货方的商品；(5)委托其他单位代销(未作销售或调出)尚未售出的商品；(6)代其他单位购进尚未交付的商品。不包括：所有权不属于本单位的商品；委托外单位加工的商品；外贸企业代理其他单位从国外进口，尚未付给订货单位的商品；代国家储备部门保管的商品。,6.001429,68.0,全国,cn=C01&zb=A0I050D&sj=2014,2014年,内资零售业企业期末商品库存额(亿元)
1527,20984.38,年度数据,商品库存额对于批发和零售业法人单位和个体经营户，是指报告期末取得所有权的全部商品金额（含增值税）；对于批发和零售业产业活动单位，是指报告期末实际在库且归属法人具有所有权的全部商品金额（含增值税）。库存商品包括：(1)存放在本单位(如门市部、批发站、采购站、经营处)的仓库、货场、货柜和货架中的商品；(2)挑选、整理、包装中的商品；(3)已记入购进而尚未运到本单位的商品，即发货单或银行承兑凭证已到而货未到的商品；(4)寄放他处的商品，如因购货方拒绝付款而暂时存在购货方的商品；(5)委托其他单位代销(未作销售或调出)尚未售出的商品；(6)代其他单位购进尚未交付的商品。不包括：所有权不属于本单位的商品；委托外单位加工的商品；外贸企业代理其他单位从国外进口，尚未付给订货单位的商品；代国家储备部门保管的商品。,6.001628999999999,68.0,全国,cn=C01&zb=A0I020D&sj=2015,2015年,内资企业批发业企业期末商品库存额(亿元)
1528,21814.03,年度数据,商品库存额对于批发和零售业法人单位和个体经营户，是指报告期末取得所有权的全部商品金额（含增值税）；对于批发和零售业产业活动单位，是指报告期末实际在库且归属法人具有所有权的全部商品金额（含增值税）。库存商品包括：(1)存放在本单位(如门市部、批发站、采购站、经营处)的仓库、货场、货柜和货架中的商品；(2)挑选、整理、包装中的商品；(3)已记入购进而尚未运到本单位的商品，即发货单或银行承兑凭证已到而货未到的商品；(4)寄放他处的商品，如因购货方拒绝付款而暂时存在购货方的商品；(5)委托其他单位代销(未作销售或调出)尚未售出的商品；(6)代其他单位购进尚未交付的商品。不包括：所有权不属于本单位的商品；委托外单位加工的商品；外贸企业代理其他单位从国外进口，尚未付给订货单位的商品；代国家储备部门保管的商品。,6.001628999999999,68.0,全国,cn=C01&zb=A0I020D&sj=2014,2014年,内资企业批发业企业期末商品库存额(亿元)
1529,149.74,年度数据,商品购进额指从本企业以外的单位和个人购进（包括从国外直接进口）作为转卖或加工后转卖的商品金额（含增值税）。商品购进包括：（1）从工农业生产者、批发和零售业企业、住宿和餐饮业企业、出版社或报社的出版发行部门和其他服务业企业购进的商品；（2）从机关团体、事业单位购进的商品；（3）从海关、市场管理部门购进的缉私和没收的商品；（4）从居民收购的废旧商品等。不包括：（1）企业为本单位自身经营用，不是作为转卖而购进的商品，如材料物资、包装物、低值易耗品、办公用品等；（2）未通过买卖行为而收入的商品，如接受其他部门移交的商品、借入的商品、收入代其他单位保管的商品、其他单位赠送的样品、加工回收的成品等；（3）经本单位介绍，由买卖双方直接结算，本单位只收取手续费的业务；（4）销售退回和买方拒付货款的商品；（5）商品溢余。,6.001728999999999,68.0,全国,cn=C01&zb=A0J0808&sj=2015,2015年,内资连锁餐饮企业统一配送商品购进额(亿元)
1530,109.49,年度数据,商品购进额指从本企业以外的单位和个人购进（包括从国外直接进口）作为转卖或加工后转卖的商品金额（含增值税）。商品购进包括：（1）从工农业生产者、批发和零售业企业、住宿和餐饮业企业、出版社或报社的出版发行部门和其他服务业企业购进的商品；（2）从机关团体、事业单位购进的商品；（3）从海关、市场管理部门购进的缉私和没收的商品；（4）从居民收购的废旧商品等。不包括：（1）企业为本单位自身经营用，不是作为转卖而购进的商品，如材料物资、包装物、低值易耗品、办公用品等；（2）未通过买卖行为而收入的商品，如接受其他部门移交的商品、借入的商品、收入代其他单位保管的商品、其他单位赠送的样品、加工回收的成品等；（3）经本单位介绍，由买卖双方直接结算，本单位只收取手续费的业务；（4）销售退回和买方拒付货款的商品；（5）商品溢余。,6.001728999999999,68.0,全国,cn=C01&zb=A0J0808&sj=2014,2014年,内资连锁餐饮企业统一配送商品购进额(亿元)
1531,,月度数据,主营业务收入指企业确认的销售商品、提供劳务等主营业务的收入。根据会计“主营业务收入”科目的期末贷方余额填报。,6.001831,68.0,全国,cn=A01&zb=A020K08&sj=201703,2017年3月,煤气生产和供应业主营业务收入_累计值(亿元)
1532,,月度数据,主营业务成本指企业经营主要业务所发生的成本总额。根据会计“主营业务成本”科目的期末借方余额填报。,6.001831,68.0,全国,cn=A01&zb=A020K09&sj=201703,2017年3月,煤气生产和供应业主营业务成本_累计值(亿元)
1533,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0804&sj=2015,2015年,煤气生产和供应业私营工业企业国家资本金(亿元)
1534,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0804&sj=2014,2014年,煤气生产和供应业私营工业企业国家资本金(亿元)
1535,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0805&sj=2015,2015年,煤气生产和供应业私营工业企业集体资本金(亿元)
1536,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0805&sj=2014,2014年,煤气生产和供应业私营工业企业集体资本金(亿元)
1537,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0806&sj=2015,2015年,煤气生产和供应业私营工业企业法人资本金(亿元)
1538,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0806&sj=2014,2014年,煤气生产和供应业私营工业企业法人资本金(亿元)
1539,,年度数据,个人资本指自然人实际投入企业的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0807&sj=2015,2015年,煤气生产和供应业私营工业企业个人资本金(亿元)
1540,,年度数据,个人资本指自然人实际投入企业的资本金。,6.001929,68.0,全国,cn=C01&zb=A0E0807&sj=2014,2014年,煤气生产和供应业私营工业企业个人资本金(亿元)
1541,,年度数据,个人资本指自然人实际投入企业的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0807&sj=2015,2015年,自来水的生产和供应业私营工业企业个人资本金(亿元)
1542,,年度数据,个人资本指自然人实际投入企业的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0807&sj=2014,2014年,自来水的生产和供应业私营工业企业个人资本金(亿元)
1543,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0E08&sj=2015,2015年,煤气生产和供应业大中型工业企业港澳台资本金(亿元)
1544,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。,6.002129,68.0,全国,cn=C01&zb=A0E0E08&sj=2014,2014年,煤气生产和供应业大中型工业企业港澳台资本金(亿元)
1545,,月度数据,工业企业数包括独立核算法人工业企业和附营工业生产单位。独立核算法人工业企业指从事生产经营活动的单位。它同时具备以下条件：①依法成立，有自己的名称、组织机构和场所，能够独立承担民事责任；②独立拥有和使用资产，承担负债，有权与其他单位签订合同；③会计上独立核算，能够编制资产负债表。,6.002131,68.0,全国,cn=A01&zb=A020K02&sj=201703,2017年3月,自来水的生产和供应业亏损企业单位数_累计值(个)
1546,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,6.002131,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,自来水的生产和供应业产成品存货_上年同期累计值(亿元)
1547,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。根据会计“实收资本”科目计算填报。,6.002229,68.0,全国,cn=C01&zb=A0E0208&sj=2015,2015年,煤气生产和供应业规模以上工业企业港澳台资本金(亿元)
1548,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。根据会计“实收资本”科目计算填报。,6.002229,68.0,全国,cn=C01&zb=A0E0208&sj=2014,2014年,煤气生产和供应业规模以上工业企业港澳台资本金(亿元)
1549,,月度数据,资产总计指企业过去的交易或者事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益的资源。资产一般按流动性分为流动资产和非流动资产。其中流动资产可分为货币资金、交易性金融资产、应收票据、应收账款、预付款项、其他应收款、存货等；非流动资产可分为长期股权投资、固定资产、无形资产及其他非流动资产等。根据会计“资产负债表”中“资产总计”项目的期末余额数填报。,6.002231,68.0,全国,cn=A01&zb=A020K06&sj=201703,2017年3月,自来水的生产和供应业资产总计_上年同期累计值(亿元)
1550,,月度数据,管理费用指企业为组织和管理企业生产经营所发生的费用，包括企业在筹建期间内发生的开办费、董事会和行政管理部门在企业经营管理中发生的，或者应当由企业统一负担的公司经费等。根据会计“利润表”中“管理费用”项目的本期金额数填报。,6.002231,68.0,全国,cn=A01&zb=A020K0C&sj=201703,2017年3月,自来水的生产和供应业管理费用_上年同期累计值(亿元)
1551,,月度数据,财务费用指企业为筹集生产经营所需资金等而发生的筹资费用，包括企业生产经营期间发生的利息支出（减利息收入）、汇兑损失（减汇兑收益）以及相关的手续费等。根据会计“利润表”中“财务费用”项目的本期金额数填报。,6.002231,68.0,全国,cn=A01&zb=A020K0D&sj=201703,2017年3月,自来水的生产和供应业财务费用_上年同期累计值(亿元)
1552,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。,6.002329,68.0,全国,cn=C01&zb=A0E0E08&sj=2015,2015年,自来水的生产和供应业大中型工业企业港澳台资本金(亿元)
1553,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。,6.002329,68.0,全国,cn=C01&zb=A0E0E08&sj=2014,2014年,自来水的生产和供应业大中型工业企业港澳台资本金(亿元)
1554,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。根据会计“实收资本”科目计算填报。,6.002428999999999,68.0,全国,cn=C01&zb=A0E0208&sj=2015,2015年,自来水的生产和供应业规模以上工业企业港澳台资本金(亿元)
1555,,年度数据,港澳台资本指我国香港、澳门和台湾地区投资者实际投入企业的资本金。根据会计“实收资本”科目计算填报。,6.002428999999999,68.0,全国,cn=C01&zb=A0E0208&sj=2014,2014年,自来水的生产和供应业规模以上工业企业港澳台资本金(亿元)
1556,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。,6.002529,68.0,全国,cn=C01&zb=A0E0E0Y&sj=2015,2015年,煤气生产和供应业大中型工业企业工业销售产值(现价)(亿元)
1557,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。,6.002529,68.0,全国,cn=C01&zb=A0E0E0Y&sj=2014,2014年,煤气生产和供应业大中型工业企业工业销售产值(现价)(亿元)
1558,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。工业销售产值包括的内容为：（1）销售成品价值指企业在报告期内实际销售（包括本期生产和非本期生产）的全部成品、半成品的总价值，即按报告期产品的实际销售数量乘以不含增值税（销项税额）的产品实际销售平均单价计算。销售成品价值中包括企业生产的自制设备及提供给本企业在建工程、其他非工业部门和生活福利部门等单位使用的成品价值，但不包括用订货者来料加工，并且只收取加工费的成品（半成品）价值。（2）对外加工费收入指企业在报告期内完成的对外承接的工业品加工（包括用定货者来料加工的产品）的加工费收入；对外工业品修理作业可收取的加工费收入和对内非工业部门提供的加工修理、设备安装等收入。对外加工费收入按不含增值税（销项税额）的价格计算。对于以对外加工生产为主，对外加工费收入所占比重较大的企业，如果对外加工费收入出现跨报告期支付的情况，为保证总产值生产口径计算的准确性，则应将对外加工费收入按实际情况调整，记录本报告期应实际收取的对外加工费收入。,6.002629,68.0,全国,cn=C01&zb=A0E020Y&sj=2015,2015年,煤气生产和供应业规模以上工业企业工业销售产值(现价)(亿元)
1559,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。工业销售产值包括的内容为：（1）销售成品价值指企业在报告期内实际销售（包括本期生产和非本期生产）的全部成品、半成品的总价值，即按报告期产品的实际销售数量乘以不含增值税（销项税额）的产品实际销售平均单价计算。销售成品价值中包括企业生产的自制设备及提供给本企业在建工程、其他非工业部门和生活福利部门等单位使用的成品价值，但不包括用订货者来料加工，并且只收取加工费的成品（半成品）价值。（2）对外加工费收入指企业在报告期内完成的对外承接的工业品加工（包括用定货者来料加工的产品）的加工费收入；对外工业品修理作业可收取的加工费收入和对内非工业部门提供的加工修理、设备安装等收入。对外加工费收入按不含增值税（销项税额）的价格计算。对于以对外加工生产为主，对外加工费收入所占比重较大的企业，如果对外加工费收入出现跨报告期支付的情况，为保证总产值生产口径计算的准确性，则应将对外加工费收入按实际情况调整，记录本报告期应实际收取的对外加工费收入。,6.002629,68.0,全国,cn=C01&zb=A0E020Y&sj=2014,2014年,煤气生产和供应业规模以上工业企业工业销售产值(现价)(亿元)
1560,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。,6.0027289999999995,68.0,全国,cn=C01&zb=A0E0E0Y&sj=2015,2015年,自来水的生产和供应业大中型工业企业工业销售产值(现价)(亿元)
1561,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。,6.0027289999999995,68.0,全国,cn=C01&zb=A0E0E0Y&sj=2014,2014年,自来水的生产和供应业大中型工业企业工业销售产值(现价)(亿元)
1562,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。工业销售产值包括的内容为：（1）销售成品价值指企业在报告期内实际销售（包括本期生产和非本期生产）的全部成品、半成品的总价值，即按报告期产品的实际销售数量乘以不含增值税（销项税额）的产品实际销售平均单价计算。销售成品价值中包括企业生产的自制设备及提供给本企业在建工程、其他非工业部门和生活福利部门等单位使用的成品价值，但不包括用订货者来料加工，并且只收取加工费的成品（半成品）价值。（2）对外加工费收入指企业在报告期内完成的对外承接的工业品加工（包括用定货者来料加工的产品）的加工费收入；对外工业品修理作业可收取的加工费收入和对内非工业部门提供的加工修理、设备安装等收入。对外加工费收入按不含增值税（销项税额）的价格计算。对于以对外加工生产为主，对外加工费收入所占比重较大的企业，如果对外加工费收入出现跨报告期支付的情况，为保证总产值生产口径计算的准确性，则应将对外加工费收入按实际情况调整，记录本报告期应实际收取的对外加工费收入。,6.002828999999999,68.0,全国,cn=C01&zb=A0E020Y&sj=2015,2015年,自来水的生产和供应业规模以上工业企业工业销售产值(现价)(亿元)
1563,,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。工业销售产值包括的内容为：（1）销售成品价值指企业在报告期内实际销售（包括本期生产和非本期生产）的全部成品、半成品的总价值，即按报告期产品的实际销售数量乘以不含增值税（销项税额）的产品实际销售平均单价计算。销售成品价值中包括企业生产的自制设备及提供给本企业在建工程、其他非工业部门和生活福利部门等单位使用的成品价值，但不包括用订货者来料加工，并且只收取加工费的成品（半成品）价值。（2）对外加工费收入指企业在报告期内完成的对外承接的工业品加工（包括用定货者来料加工的产品）的加工费收入；对外工业品修理作业可收取的加工费收入和对内非工业部门提供的加工修理、设备安装等收入。对外加工费收入按不含增值税（销项税额）的价格计算。对于以对外加工生产为主，对外加工费收入所占比重较大的企业，如果对外加工费收入出现跨报告期支付的情况，为保证总产值生产口径计算的准确性，则应将对外加工费收入按实际情况调整，记录本报告期应实际收取的对外加工费收入。,6.002828999999999,68.0,全国,cn=C01&zb=A0E020Y&sj=2014,2014年,自来水的生产和供应业规模以上工业企业工业销售产值(现价)(亿元)
1564,10,年度数据,,6.081529,68.0,全国,cn=C01&zb=A0Q0V03&sj=2015,2015年,从其他地区引进录音制品版权总数(项)
1565,6,年度数据,,6.081529,68.0,全国,cn=C01&zb=A0Q0V03&sj=2014,2014年,从其他地区引进录音制品版权总数(项)
1566,118,年度数据,,6.081529,68.0,全国,cn=C01&zb=A0Q0V0C&sj=2015,2015年,向其他地区输出录音制品版权总数(项)
1567,15,年度数据,,6.081529,68.0,全国,cn=C01&zb=A0Q0V0C&sj=2014,2014年,向其他地区输出录音制品版权总数(项)
1568,64649.50,年度数据,,6.0816289999999995,68.0,全国,cn=C01&zb=A0F0201&sj=2015,2015年,建筑业企业按增加值计算劳动生产率(元/人)
1569,63396.14,年度数据,,6.0816289999999995,68.0,全国,cn=C01&zb=A0F0201&sj=2014,2014年,建筑业企业按增加值计算劳动生产率(元/人)
1570,,月度数据,"应交增值税指企业按税法规定，从事货物销售或提供加工、修理修配劳务等增加货物价值的活动本期应交纳的税金。计算公式为：应交增值税=销项税额-（进项税额-进项税额转出）-出口抵减内销产品应纳税额-减免税款+出口退税，进项税额指企业在报告期内购入货物或接受应税劳务而支付的、准予从销项税额中抵扣的增值税额。销项税额指企业在报告期内销售货物或提供应税劳务应收取的增值税额。
",6.0817309999999996,68.0,全国,cn=A01&zb=A020L0H&sj=201703,2017年3月,燃气生产和供应业应交增值税_累计值(亿元)
