,data,db,exp,prank,rank,reg,report,sj,zb
512,,年度数据,,14.182629,84.0,全国,cn=C01&zb=A0E060V&sj=2015,2015年,电力、热力的生产和供应业国有控股工业亏损企业亏损总额(亿元)
513,,年度数据,,14.182629,84.0,全国,cn=C01&zb=A0E060V&sj=2014,2014年,电力、热力的生产和供应业国有控股工业亏损企业亏损总额(亿元)
514,715.93,年度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。,14.182829,84.0,全国,cn=C01&zb=A0E0D0U&sj=2015,2015年,电力、热力生产和供应业外商及港澳台商投资工业企业利润总额(亿元)
515,634.90,年度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。,14.182829,84.0,全国,cn=C01&zb=A0E0D0U&sj=2014,2014年,电力、热力生产和供应业外商及港澳台商投资工业企业利润总额(亿元)
516,22.34,年度数据,,14.182829,84.0,全国,cn=C01&zb=A0E0D0V&sj=2015,2015年,电力、热力生产和供应业外商及港澳台商投资工业企业亏损总额(亿元)
517,19.16,年度数据,,14.182829,84.0,全国,cn=C01&zb=A0E0D0V&sj=2014,2014年,电力、热力生产和供应业外商及港澳台商投资工业企业亏损总额(亿元)
518,34195.05,年度数据,,1.000729,68.0,全国,cn=C01&zb=A0K01&sj=2015,2015年,国内旅游总花费(亿元)
519,30311.86,年度数据,,1.000729,68.0,全国,cn=C01&zb=A0K01&sj=2014,2014年,国内旅游总花费(亿元)
520,34195.1,年度数据,,1.000729,68.0,全国,cn=C01&zb=A0K02&sj=2015,2015年,国内旅游总花费(亿元)
521,30311.9,年度数据,,1.000729,68.0,全国,cn=C01&zb=A0K02&sj=2014,2014年,国内旅游总花费(亿元)
522,16,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,2.001529,74.0,全国,cn=C01&zb=A0G0Q02&sj=2015,2015年,上海(内河)港口非生产用泊位数(个)
523,16,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,2.001529,74.0,全国,cn=C01&zb=A0G0Q02&sj=2014,2014年,上海(内河)港口非生产用泊位数(个)
524,792,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,2.001629,74.0,全国,cn=C01&zb=A0G0Q01&sj=2015,2015年,上海(内河)港口非生产用码头长度(米)
525,792,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,2.001629,74.0,全国,cn=C01&zb=A0G0Q01&sj=2014,2014年,上海(内河)港口非生产用码头长度(米)
526,2219.82,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,4.1224289999999995,74.0,全国,cn=C01&zb=A050P&sj=2015,2015年,燃气生产和供应业内资企业固定资产投资(不含农户)(亿元)
527,2106.92,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,4.1224289999999995,74.0,全国,cn=C01&zb=A050P&sj=2014,2014年,燃气生产和供应业内资企业固定资产投资(不含农户)(亿元)
528,4068.50,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,4.1224289999999995,74.0,全国,cn=C01&zb=A050P&sj=2015,2015年,水的生产和供应业内资企业固定资产投资(不含农户)(亿元)
529,3090.06,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,4.1224289999999995,74.0,全国,cn=C01&zb=A050P&sj=2014,2014年,水的生产和供应业内资企业固定资产投资(不含农户)(亿元)
530,19738.23,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,6.082828999999999,74.0,全国,cn=C01&zb=A050P&sj=2015,2015年,电力、热力的生产和供应业内资企业固定资产投资(不含农户)(亿元)
531,16865.09,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,6.082828999999999,74.0,全国,cn=C01&zb=A050P&sj=2014,2014年,电力、热力的生产和供应业内资企业固定资产投资(不含农户)(亿元)
532,26026.56,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,7.282729,74.0,全国,cn=C01&zb=A050P&sj=2015,2015年,电力燃气水的生产供应业内资企业固定资产投资(不含农户)(亿元)
533,22062.07,年度数据,固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。,7.282729,74.0,全国,cn=C01&zb=A050P&sj=2014,2014年,电力燃气水的生产供应业内资企业固定资产投资(不含农户)(亿元)
534,,年度数据,,15.653329,84.0,全国,cn=C01&zb=A0N0O01&sj=2015,2015年,医疗仪器设备及器械制造业高技术产业工业总产值(大中型工业企业口径)(万元)
535,,年度数据,,15.653329,84.0,全国,cn=C01&zb=A0N0O01&sj=2014,2014年,医疗仪器设备及器械制造业高技术产业工业总产值(大中型工业企业口径)(万元)
536,,年度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。根据会计“利润表”中“利润总额”项目的本期金额数填报。,17.232729000000003,84.0,全国,cn=C01&zb=A0E050U&sj=2015,2015年,电力、蒸汽、热水的生产和供应业国有控股工业企业利润总额(亿元)
537,,年度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。根据会计“利润表”中“利润总额”项目的本期金额数填报。,17.232729000000003,84.0,全国,cn=C01&zb=A0E050U&sj=2014,2014年,电力、蒸汽、热水的生产和供应业国有控股工业企业利润总额(亿元)
538,,年度数据,,17.232929000000002,84.0,全国,cn=C01&zb=A0E050V&sj=2015,2015年,电力、蒸汽、热水的生产和供应业国有控股工业亏损企业亏损总额(亿元)
539,,年度数据,,17.232929000000002,84.0,全国,cn=C01&zb=A0E050V&sj=2014,2014年,电力、蒸汽、热水的生产和供应业国有控股工业亏损企业亏损总额(亿元)
540,,年度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。,17.233229,84.0,全国,cn=C01&zb=A0E0B0U&sj=2015,2015年,电力、蒸汽、热水的生产和供应业外商及港澳台商投资工业企业利润总额(亿元)
541,,年度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。,17.233229,84.0,全国,cn=C01&zb=A0E0B0U&sj=2014,2014年,电力、蒸汽、热水的生产和供应业外商及港澳台商投资工业企业利润总额(亿元)
542,,年度数据,,17.233429,84.0,全国,cn=C01&zb=A0E0B0V&sj=2015,2015年,电力、蒸汽、热水的生产和供应业外商及港澳台商投资工业亏损企业亏损总额(亿元)
543,,年度数据,,17.233429,84.0,全国,cn=C01&zb=A0E0B0V&sj=2014,2014年,电力、蒸汽、热水的生产和供应业外商及港澳台商投资工业亏损企业亏损总额(亿元)
544,,年度数据,,17.383029,84.0,全国,cn=C01&zb=A0N0O01&sj=2015,2015年,家用视听设备制造业高技术产业工业总产值(大中型工业企业口径)(万元)
545,,年度数据,,17.383029,84.0,全国,cn=C01&zb=A0N0O01&sj=2014,2014年,家用视听设备制造业高技术产业工业总产值(大中型工业企业口径)(万元)
546,23014.59,主要城市年度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。按当年价格计算。对于一个地区来说，称为地区生产总值或地区GDP。,1.730635,76.0,北京,cn=E0105&zb=A01&reg=110000&sj=2015,2015年,国内生产总值(亿元)
547,21330.83,主要城市年度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。按当年价格计算。对于一个地区来说，称为地区生产总值或地区GDP。,1.730635,76.0,北京,cn=E0105&zb=A01&reg=110000&sj=2014,2014年,国内生产总值(亿元)
548,8340.33,分省年度数据,建筑业总产值是以货币形式表现的建筑业企业在一定时期内生产的建筑业产品和提供服务的总和。,5.391032,76.0,北京市,cn=E0103&zb=A0F0C&reg=110000&sj=2015,2015年,内资企业建筑业总产值(亿元)
549,8105.01,分省年度数据,建筑业总产值是以货币形式表现的建筑业企业在一定时期内生产的建筑业产品和提供服务的总和。,5.391032,76.0,北京市,cn=E0103&zb=A0F0C&reg=110000&sj=2014,2014年,内资企业建筑业总产值(亿元)
550,13532,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.001029,74.0,全国,cn=C01&zb=A0G0Q02&sj=2015,2015年,内河港口生产用泊位数(个)
551,13894,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.001029,74.0,全国,cn=C01&zb=A0G0Q02&sj=2014,2014年,内河港口生产用泊位数(个)
552,,年度数据,,1.001029,74.0,全国,cn=C01&zb=A0Q0B&sj=2015,2015年,国产影片海外销售收入(亿元)
553,,年度数据,,1.001029,74.0,全国,cn=C01&zb=A0Q0B&sj=2014,2014年,国产影片海外销售收入(亿元)
554,883858,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,1.0011290000000002,74.0,全国,cn=C01&zb=A0G0Q01&sj=2015,2015年,内河港口生产用码头长度(米)
555,896513,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,1.0011290000000002,74.0,全国,cn=C01&zb=A0G0Q01&sj=2014,2014年,内河港口生产用码头长度(米)
556,414,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.0013290000000001,74.0,全国,cn=C01&zb=A0G0Q03&sj=2015,2015年,内河港口生产用万吨级泊位数(个)
557,406,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.0013290000000001,74.0,全国,cn=C01&zb=A0G0Q03&sj=2014,2014年,内河港口生产用万吨级泊位数(个)
558,1968,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.0014290000000001,74.0,全国,cn=C01&zb=A0G0Q02&sj=2015,2015年,上海(内河)港口生产用泊位数(个)
559,1962,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.0014290000000001,74.0,全国,cn=C01&zb=A0G0Q02&sj=2014,2014年,上海(内河)港口生产用泊位数(个)
560,96673,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,1.0015290000000001,74.0,全国,cn=C01&zb=A0G0Q01&sj=2015,2015年,上海(内河)港口生产用码头长度(米)
561,95879,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,1.0015290000000001,74.0,全国,cn=C01&zb=A0G0Q01&sj=2014,2014年,上海(内河)港口生产用码头长度(米)
562,,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.001729,74.0,全国,cn=C01&zb=A0G0Q03&sj=2015,2015年,上海(内河)港口生产用万吨级泊位数(个)
563,,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,1.001729,74.0,全国,cn=C01&zb=A0G0Q03&sj=2014,2014年,上海(内河)港口生产用万吨级泊位数(个)
564,30567.37,年度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,2.000929,74.0,全国,cn=C01&zb=A0E010D&sj=2015,2015年,内资工业企业产成品(亿元)
565,29336.51,年度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,2.000929,74.0,全国,cn=C01&zb=A0E010D&sj=2014,2014年,内资工业企业产成品(亿元)
566,716,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,2.001129,74.0,全国,cn=C01&zb=A0G0Q02&sj=2015,2015年,内河港口非生产用泊位数(个)
567,699,年度数据,港口码头泊位个数指设有系靠船舶装置、同时可供靠泊船舶的泊位数量，包括码头泊位、浮筒泊位以及供船舶锚泊的锚地泊位、水路过驳的平台泊位等。供停泊一艘船舶所备的位置，称为一个泊位。按泊位的使用性质可分为生产用泊位和非生产用泊位，按靠泊能力可分为万吨级泊位。,2.001129,74.0,全国,cn=C01&zb=A0G0Q02&sj=2014,2014年,内河港口非生产用泊位数(个)
568,42910,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,2.001229,74.0,全国,cn=C01&zb=A0G0Q01&sj=2015,2015年,内河港口非生产用码头长度(米)
569,42040,年度数据,港口码头长度即港口码头泊位长度，指报告期末港口用于靠泊船舶，进行装卸货物和上下旅客地段的实际长度，包括固定的、浮动的各种形式码头的长度。固定式码头，指顺水域自码头的一端至另一端的全部长度。浮动式码头，只计算其本身可靠泊船舶的正面长度，不包括浮动码头两端及其靠岸边的内档长度。,2.001229,74.0,全国,cn=C01&zb=A0G0Q01&sj=2014,2014年,内河港口非生产用码头长度(米)
570,180.37,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,11.052429,74.0,全国,cn=C01&zb=A050X&sj=2015,2015年,燃气生产和供应业固定资产投资(不含农户)国内贷款(亿元)
571,199.67,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,11.052429,74.0,全国,cn=C01&zb=A050X&sj=2014,2014年,燃气生产和供应业固定资产投资(不含农户)国内贷款(亿元)
572,263.84,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,11.052429,74.0,全国,cn=C01&zb=A050X&sj=2015,2015年,水的生产和供应业固定资产投资(不含农户)国内贷款(亿元)
573,269.33,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,11.052429,74.0,全国,cn=C01&zb=A050X&sj=2014,2014年,水的生产和供应业固定资产投资(不含农户)国内贷款(亿元)
574,4767.38,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,13.042829,74.0,全国,cn=C01&zb=A050X&sj=2015,2015年,电力、热力的生产和供应业固定资产投资(不含农户)国内贷款(亿元)
575,4788.80,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,13.042829,74.0,全国,cn=C01&zb=A050X&sj=2014,2014年,电力、热力的生产和供应业固定资产投资(不含农户)国内贷款(亿元)
576,5211.59,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,14.142729,74.0,全国,cn=C01&zb=A050X&sj=2015,2015年,电力燃气水的生产供应业固定资产投资(不含农户)国内贷款(亿元)
577,5257.80,年度数据,国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。,14.142729,74.0,全国,cn=C01&zb=A050X&sj=2014,2014年,电力燃气水的生产供应业固定资产投资(不含农户)国内贷款(亿元)
578,261002.00,年度数据,,0.000629,68.0,全国,cn=C01&zb=A070B&sj=2015,2015年,原煤生产总量(万吨标准煤)
579,266333.38,年度数据,,0.000629,68.0,全国,cn=C01&zb=A070B&sj=2014,2014年,原煤生产总量(万吨标准煤)
580,30770.00,年度数据,,0.000629,68.0,全国,cn=C01&zb=A070B&sj=2015,2015年,原油生产总量(万吨标准煤)
581,30396.74,年度数据,,0.000629,68.0,全国,cn=C01&zb=A070B&sj=2014,2014年,原油生产总量(万吨标准煤)
582,160267.90,年度数据,建筑工程产值指列入建筑工程预算内的各种工程价值。,1.000629,68.0,全国,cn=C01&zb=A0F07&sj=2015,2015年,建筑工程产值(亿元)
583,157142.51,年度数据,建筑工程产值指列入建筑工程预算内的各种工程价值。,1.000629,68.0,全国,cn=C01&zb=A0F07&sj=2014,2014年,建筑工程产值(亿元)
584,14991.79,年度数据,安装工程产值指设备安装工程价值，不包括被安装设备本身的价值。,1.000629,68.0,全国,cn=C01&zb=A0F07&sj=2015,2015年,安装工程产值(亿元)
585,14259.80,年度数据,安装工程产值指设备安装工程价值，不包括被安装设备本身的价值。,1.000629,68.0,全国,cn=C01&zb=A0F07&sj=2014,2014年,安装工程产值(亿元)
586,3.6,年度数据,产值利润率是指一定时期的销售利润总额与总产值之比，它表明单位产值获得的利润，反映产值与利润的关系。产值是以货币形式表现的工业企业在报告期内生产的工业产品和提供工业性劳务活动的总价值量。产值利润率可以反映企业是否增产增收。,1.001029,68.0,全国,cn=C01&zb=A0F0201&sj=2015,2015年,建筑业企业产值利润率(%)
587,3.6,年度数据,产值利润率是指一定时期的销售利润总额与总产值之比，它表明单位产值获得的利润，反映产值与利润的关系。产值是以货币形式表现的工业企业在报告期内生产的工业产品和提供工业性劳务活动的总价值量。产值利润率可以反映企业是否增产增收。,1.001029,68.0,全国,cn=C01&zb=A0F0201&sj=2014,2014年,建筑业企业产值利润率(%)
588,6.7,年度数据,产值利税率指报告期已实现的利润、税金总额(包括利润总额、产品销售税金及附加和应交增值税)占同期全部工业总产值的百分比，计算公式：产值利税率(％)=(利税总额/工业总产值)*100％,1.001029,68.0,全国,cn=C01&zb=A0F0201&sj=2015,2015年,建筑业企业产值利税率(%)
589,6.8,年度数据,产值利税率指报告期已实现的利润、税金总额(包括利润总额、产品销售税金及附加和应交增值税)占同期全部工业总产值的百分比，计算公式：产值利税率(％)=(利税总额/工业总产值)*100％,1.001029,68.0,全国,cn=C01&zb=A0F0201&sj=2014,2014年,建筑业企业产值利税率(%)
590,6.7,年度数据,产值利税率指报告期已实现的利润、税金总额(包括利润总额、产品销售税金及附加和应交增值税)占同期全部工业总产值的百分比，计算公式：产值利税率(％)=(利税总额/工业总产值)*100％,1.001029,68.0,全国,cn=C01&zb=A0F0I&sj=2015,2015年,建筑业企业产值利税率(%)
591,6.8,年度数据,产值利税率指报告期已实现的利润、税金总额(包括利润总额、产品销售税金及附加和应交增值税)占同期全部工业总产值的百分比，计算公式：产值利税率(％)=(利税总额/工业总产值)*100％,1.001029,68.0,全国,cn=C01&zb=A0F0I&sj=2014,2014年,建筑业企业产值利税率(%)
592,559.04,年度数据,,1.001029,68.0,全国,cn=C01&zb=A0G0S&sj=2015,2015年,国内航线客货总周转量(亿吨公里)
593,508.00,年度数据,,1.001029,68.0,全国,cn=C01&zb=A0G0S&sj=2014,2014年,国内航线客货总周转量(亿吨公里)
594,,季度数据,装饰装修产值包括装饰、装修两部分产值。装修装饰指对新旧房屋及建筑物进行的内外装修装饰；对新建房屋及建筑物经过施工后，尚未完全达到使用标准，而进行的二次装修装饰；以及对原有房屋经使用若干年后进行的二次内外装饰。包括抹灰、门窗、玻璃、吊顶、隔断、饰面板（砖）、涂料、裱糊、刷浆、花饰等。,1.0010299999999999,68.0,全国,cn=B01&zb=A0401&sj=2017A,2017年第一季度,装饰装修产值_累计值(亿元)
595,,季度数据,建筑工程产值指列入建筑工程预算内的各种工程价值。,1.0010299999999999,68.0,全国,cn=B01&zb=A0401&sj=2017A,2017年第一季度,建筑工程产值_累计值(亿元)
596,,季度数据,安装工程产值指设备安装工程价值，不包括被安装设备本身的价值。,1.0010299999999999,68.0,全国,cn=B01&zb=A0401&sj=2017A,2017年第一季度,安装工程产值_累计值(亿元)
597,333,年度数据,,1.0011290000000002,68.0,全国,cn=C01&zb=A0Q0V01&sj=2015,2015年,从香港地区引进版权总数(项)
598,229,年度数据,,1.0011290000000002,68.0,全国,cn=C01&zb=A0Q0V01&sj=2014,2014年,从香港地区引进版权总数(项)
